Dish Name,Calories (kcal),Carbohydrates (g) per 100kcal,Protein (g) per 100kcal,Fats (g) per 100kcal,Free Sugar (g) per 100kcal,Fibre (g) per 100kcal,Sodium (mg) per 100kcal,Calcium (mg) per 100kcal,Iron (mg) per 100kcal,Vitamin C (mg) per 100kcal,Food Name,Type,Recommended Meal
Cold chocolate souffle,187.53,9.182530795,3.396789847,5.791073428,8.164027089,0.0,25.47325761,33.54663254,0.362608649,0.693222418,Cold chocolate souffle,Veg,Any
Stewed fruit (with pear),74.32,24.51560818,0.336383208,0.430570506,23.77556512,3.82131324,2.287405813,7.992465016,0.282561895,3.336921421,Stewed fruit (with pear),Veg,Any
Apricot fool,240.79,13.97067985,0.639561444,4.713650899,8.841729308,0.415299639,3.438681008,10.95145147,0.303168736,0.610490469,Apricot fool,Veg,Any
Pavlova,200.6,10.88733799,0.917248255,6.12662014,10.15453639,0.029910269,13.13060818,11.46560319,0.124626122,11.85443669,Pavlova,Veg,Any
Apple crumb pudding,220.85,15.92483586,0.697305864,4.016300657,12.53792167,0.6022187,26.87797147,17.42811863,0.475435816,1.630065655,Apple crumb pudding,Veg,Any
Steamed cake with chocolate sauce,301.91,9.625385049,1.487198172,6.296578451,6.531747872,0.096055116,33.22844556,22.44377463,0.281540857,0.599516412,Steamed cake with chocolate sauce,Veg,Any
Hot lemon souffle,155.25,10.50563607,3.407407407,5.107890499,7.774557166,0.090177134,30.7568438,31.41384863,0.354267311,8.328502415,Hot lemon souffle,Veg,Any
Gulab jamun with milk powder,471.15,5.993844848,0.180409636,8.521702218,5.739148891,0.010612332,14.27995331,5.546004457,0.027592062,0.087021119,Gulab jamun with milk powder,Veg,Any
Chum chum,130.05,21.73779316,1.168781238,1.476355248,21.4071511,0.0153787,12.80276817,48.11995386,0.099961553,2.068435217,Chum chum,Veg,Any
Dil bahar,130.05,21.73779316,1.168781238,1.476355248,21.4071511,0.0153787,12.80276817,48.11995386,0.099961553,2.068435217,Dil bahar,Veg,Any
Rasbhari,130.05,21.73779316,1.168781238,1.476355248,21.4071511,0.0153787,12.80276817,48.11995386,0.099961553,2.068435217,Rasbhari,Veg,Any
Rajbogh,133.7,21.06207928,1.278982797,1.705310396,20.6881077,0.082273747,12.3934181,47.29244577,0.127150337,2.011967091,Rajbogh,Veg,Any
Rasgulla,118.64,21.73803102,1.163182738,1.475050573,21.40930546,0.00842886,12.80343898,48.12036413,0.101146325,2.267363452,Rasgulla,Veg,Any
Rasmalai,135.55,21.51973442,1.187753596,1.556621173,21.18037624,0.051641461,12.14312062,45.96827739,0.110660273,1.984507562,Rasmalai,Veg,Any
Khoa coconut burfi,411.45,8.883217888,2.425568113,6.321545753,8.652327136,0.989184591,7.568355815,75.30441123,0.510390084,0.0,Khoa coconut burfi,Veg,Any
Danedar burfi,102.68,12.00818076,3.155434359,4.59680561,11.66731593,0.087650954,22.7015972,104.7234125,0.233735878,3.272302298,Danedar burfi,Veg,Any
Semolina burfi (Suji/Rava burfi),348.67,13.50847506,0.995210371,4.835517825,8.222674735,0.803051596,2.389078498,4.261909542,0.289672183,0.0,Semolina burfi (Suji/Rava burfi),Veg,Any
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,9.141690837,0.939950585,6.799871092,8.652916532,2.304221721,4.807175851,11.68761414,0.42432055,1.622086153,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Veg,Any
Khoa ladoo,396.02,8.694005353,3.083177617,6.08302611,8.426342104,0.777738498,8.007171355,90.5535074,0.568153124,0.00505025,Khoa ladoo,Veg,Any
Wheat and gram flour ladoo (Atta besan ladoo),501.7,10.06577636,1.869643213,5.951764002,3.679489735,1.197927048,5.393661551,7.030097668,0.476380307,0.0,Wheat and gram flour ladoo (Atta besan ladoo),Veg,Any
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,10.86818758,1.231214919,5.760003621,4.478996922,0.966413181,0.889462249,4.082925946,0.409650552,0.006789788,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Veg,Any
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,17.85739549,3.006295537,1.648157318,12.90231308,1.959397326,6.341515173,53.31046191,1.697672774,0.0,Sesame chickpeas brittle (Til aur channe ki chikki),Veg,Any
Murmura chikki,253.82,23.47726735,0.83523757,0.126073595,19.01741392,0.145772595,5.921519187,24.9389331,1.300133953,0.0,Murmura chikki,Veg,Any
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,1.174679139,0.371619172,10.44340512,0.286418679,0.261039809,17.98636792,2.004930752,0.076136611,0.213907621,Masala onion pakora/pakoda (Pyaaz ke pakode),Veg,Any
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,0.829894132,0.331957653,10.61815898,0.040373228,0.200370836,18.07823434,1.28297147,0.070279323,0.574197021,Masala green chilli pakora/pakoda (Hari mirch kay pakode),Veg,Any
Chicken pakora/pakoda,590.09,0.77106882,1.021878019,10.33401684,0.037282448,0.162687048,17.4939416,1.538748327,0.086427494,0.023725194,Chicken pakora/pakoda,Non-Veg,Any
Fish pakora/pakoda,577.03,0.788520528,1.034608253,10.31488831,0.038126267,0.166369166,19.45132835,2.192260368,0.109179765,0.02426217,Fish pakora/pakoda,Non-Veg,Any
Paneer cutlet,672.2,1.133591193,0.68283249,10.32133294,0.374888426,0.058018447,13.60458197,16.0458197,0.071407319,0.2692651,Paneer cutlet,Veg,Any
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,2.009807431,0.10022192,10.19579068,0.017896771,0.096642566,8.620874794,0.971794688,0.068007731,2.396377693,Sago cutlet/vadas (Sabudana cutlet/vadas),Veg,Any
Poshtik cutlet,496.45,1.488568839,0.402860308,10.26085205,0.064457649,0.271930708,11.5036761,3.009366502,0.138986806,3.30748313,Poshtik cutlet,Veg,Any
Egg cutlet (Anda cutlet),575.02,1.003443358,0.426072137,10.47789642,0.034781399,0.100866057,13.80821537,2.820771451,0.097387917,1.92515043,Egg cutlet (Anda cutlet),Non-Veg,Any
Minced meat cutlet,531.86,1.054788854,0.958898958,10.24141691,0.058286015,0.075207761,18.01413906,3.914563983,0.118452224,0.340315121,Minced meat cutlet,Non-Veg,Any
Vegetable samosa,443.11,2.983457832,0.498747489,9.528108145,0.167001422,0.343029947,24.3054772,2.340276681,0.135406558,2.270316626,Vegetable samosa,Veg,Any
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,1.301140174,0.588866533,10.23742455,0.021462106,0.304493628,8.835680751,1.42186452,0.128772636,0.0,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Veg,Any
Masala urad dal vada,703.78,1.410952286,0.613828185,10.1764756,0.0994629,0.385063514,8.737105345,1.68660661,0.142089858,0.291284208,Masala urad dal vada,Veg,Any
Khaman (dhokla),54.73,9.793531884,3.508130824,5.116024118,2.484926,2.722455692,226.7494975,9.70217431,1.059747853,4.750593824,Khaman (dhokla),Veg,Breakfast
Instant dhokla,207.11,11.64115687,3.698517696,4.524165902,3.312249529,1.723721694,368.8764425,32.14716817,0.506976969,1.303655063,Instant dhokla,Veg,Breakfast
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,20.39856695,2.351097179,0.716524854,14.12897447,4.791759964,468.9207344,52.91088222,2.418271384,8.172861621,Tomato ginger chutney (Tamatar adarak ki chutney),Veg,Any
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,18.83161512,3.505154639,0.824742268,12.55441008,6.025200458,421.489118,109.0263459,4.719358534,9.32416953,Mint tomato chutney (Pudinay aur tamatar ki chutney),Veg,Any
Coriander chutney (Hare dhaniye ki chutney),42.86,19.03873075,3.219785348,0.863275782,12.83247783,5.762949137,435.4643024,92.86047597,3.803079795,9.892673822,Coriander chutney (Hare dhaniye ki chutney),Veg,Any
Gooseberry chutney (Amla chutney),43.02,20.52533705,3.347280335,1.441190144,0.139470014,10.64621106,499.976755,107.8568108,2.835890284,11.25058113,Gooseberry chutney (Amla chutney),Veg,Any
Walnut chutney (Akhrot ki chutney),370.43,2.405312745,2.548389709,9.032745728,1.187808763,0.820667872,43.19304592,32.27870313,0.47782307,0.359042194,Walnut chutney (Akhrot ki chutney),Veg,Any
Saunth/Sonth chutney with ginger,84.22,24.48349561,0.332462598,0.130610306,22.60745666,0.368083591,264.2246497,18.01234861,0.831156495,0.0,Saunth/Sonth chutney with ginger,Veg,Any
Gun powder chutney,312.34,15.25581098,6.899532561,0.854837677,0.371390152,4.466286739,62.646475,22.04968944,1.645642569,0.006403278,Gun powder chutney,Veg,Any
Dessicated coconut chutney (Sookhe kase nariyal ki chutney),346.36,10.60168611,3.718674212,4.584825038,3.005543365,3.799514956,92.69834854,21.23513108,1.570620164,0.043307541,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),Veg,Any
Curd mint dip,76.13,11.96637331,6.33127545,3.205044004,10.28503875,1.011427821,292.6178905,226.9670301,1.077104952,4.308419808,Curd mint dip,Veg,Any
Curd vegetable dip,56.21,10.74541896,6.902686355,3.451343177,9.642412382,1.120797011,235.6876001,230.5283757,0.658245864,8.059064223,Curd vegetable dip,Veg,Any
Mayonnaise vegetable dip,241.27,1.989472375,1.247564969,9.715256766,1.819538277,0.169934099,49.56273055,37.89115928,0.116052555,1.898288225,Mayonnaise vegetable dip,Veg,Any
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,13.61162729,2.674542076,4.187682506,1.187947969,1.393681975,147.4780993,50.9357579,0.763206796,4.725245553,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),Veg,Breakfast
Tomato sandwich (grilled),189.92,11.20998315,3.296124684,4.944187026,1.358466723,1.005686605,221.4616681,79.45450716,0.463352991,4.691449031,Tomato sandwich (grilled),Veg,Breakfast
French sandwich (toasted),186.75,7.935742972,3.651941098,6.163319946,0.974564926,0.733601071,147.0843373,53.93842035,0.66398929,3.56626506,French sandwich (toasted),Veg,Any
Peanut butter cucumber sandwich,243.33,12.23030452,3.715119385,4.339785477,1.195906793,1.376731188,189.0806723,39.18546829,0.542473185,0.378087371,Peanut butter cucumber sandwich,Veg,Any
Mint and peanut sandwich,273.59,11.63419716,2.624364926,5.073284842,1.01611901,1.341423298,165.6858803,42.03004496,0.62136774,0.639643262,Mint and peanut sandwich,Veg,Any
Spicy chutney sandwich,249.58,13.63490664,3.501883164,3.838448594,1.586665598,1.494510778,126.3723055,61.91601891,0.605016428,0.084141357,Spicy chutney sandwich,Veg,Any
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,7.915179509,4.401987543,5.868150325,0.619357548,0.535376863,100.5633704,27.45118623,0.391909861,0.0,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),Non-Veg,Any
Rolled sandwich,293.07,11.83676255,2.20083939,5.217183608,0.921281605,0.706315897,109.7246392,40.15422936,0.419694953,0.310506022,Rolled sandwich,Veg,Any
Ribbon sandwich,239.26,10.34857477,2.616400568,5.588063195,1.947671989,1.220429658,159.7049235,65.97425395,0.43885313,1.901696899,Ribbon sandwich,Veg,Any
Checker board sandwich,348.37,7.446106152,2.115566782,7.075810202,0.832448259,0.637253495,102.8360651,53.9713523,0.318626747,0.014352556,Checker board sandwich,Veg,Any
Submarine sandwich,216.92,6.269592476,2.807486631,7.062511525,1.152498617,0.571639314,117.2229393,33.35330998,0.56702932,9.879218145,Submarine sandwich,Veg,Any
Cheese open sandwich,274.07,10.3696136,3.59032364,5.19575291,1.182179735,0.634874302,184.0442223,93.49801146,0.445141752,0.218922173,Cheese open sandwich,Veg,Any
Sunset and sunrise open sandwich,241.31,7.828104927,3.555592392,6.274087274,0.80808918,0.576022544,158.008371,47.271145,0.530438026,1.599602171,Sunset and sunrise open sandwich,Veg,Any
Danish luncheon sandwich,193.82,9.168300485,4.658961923,5.211020535,0.583015169,0.784232793,188.6441028,39.79465483,0.655247137,1.212465174,Danish luncheon sandwich,Veg,Lunch
Chicken and corn open sandwich,188.16,10.20939626,4.586522109,4.692814626,1.318027211,0.887542517,120.4931973,34.61415816,0.425170068,1.12670068,Chicken and corn open sandwich,Non-Veg,Any
Chocolate sponge cake,239.86,16.48461603,3.806387059,2.297173351,10.4227466,0.216793129,25.62744935,14.17076628,0.754606854,0.0,Chocolate sponge cake,Veg,Any
Chocolate swiss roll,306.08,8.81142185,1.963538944,6.455828542,6.151986409,0.094746472,14.54848406,13.98000523,0.352848928,0.062075274,Chocolate swiss roll,Veg,Any
Lemon curd filling,225.62,11.70552256,1.520255297,5.575746831,11.58142009,0.0,15.46848684,7.264426913,0.265933871,0.283662796,Lemon curd filling,Veg,Any
Jam filling,184.62,24.99729173,0.0,0.0,22.50027083,0.0,0.0,0.0,0.0,0.0,Jam filling,Veg,Any
Chocolate pastry,243.37,13.2473189,2.896823766,4.15827752,9.179438715,0.131487036,19.12314583,20.8324773,0.591691663,0.102724247,Chocolate pastry,Veg,Any
Assorted pastry,230.74,13.86408945,2.938372194,3.861489122,8.537748115,0.186356939,21.66507758,20.45592442,0.407384935,0.108347057,Assorted pastry,Veg,Any
Orange gateau,178.05,15.1698961,2.684639146,3.381072732,10.29486099,0.381915192,45.1614715,23.41477113,0.49985959,5.891603482,Orange gateau,Veg,Any
Black forest gateau,217.82,14.03452392,2.727022312,3.939032228,10.0863098,0.128546506,36.43834359,21.48103939,0.500413185,65.88008447,Black forest gateau,Veg,Any
Lemon cake,373.85,11.52868798,1.415006018,5.518255985,6.911863047,0.165841915,40.46810218,8.76554768,0.243413134,0.652668182,Lemon cake,Veg,Any
Dundee cake,396.62,10.43820281,1.961575311,5.723362412,5.370379709,0.45635621,46.07432807,14.65130351,0.395844889,0.017649135,Dundee cake,Veg,Any
Victorian sandwich cake,373.09,11.99174462,1.388404943,5.31507143,7.553137313,0.158138787,38.93966603,9.716154279,0.230507384,0.021442547,Victorian sandwich cake,Veg,Any
Chocolate eggless cake,312.01,13.92583571,2.13454697,4.227428608,10.96118714,0.102560815,63.01400596,59.41476235,0.304477421,0.855741803,Chocolate eggless cake,Veg,Any
Orange eggless cake,355.62,14.80512907,2.013385074,3.886170632,10.64900737,0.157471458,63.62971711,57.88200889,0.146223497,0.975760643,Orange eggless cake,Veg,Any
Chocolate glace icing,436.29,14.30928969,0.738041211,4.767471177,13.72481606,0.0,1.984918288,6.131242981,0.467578904,0.0,Chocolate glace icing,Veg,Any
Butter icing,500.72,14.30739735,0.037945359,5.066703946,14.30739735,0.0,1.194280236,2.492410928,0.027959738,0.0,Butter icing,Veg,Any
Chocolate butter icing,469.59,13.1433804,0.683575034,5.2748142,12.73877212,0.0,1.062629102,6.786771439,0.393960689,0.0,Chocolate butter icing,Veg,Any
Almond biscuit (Badam ke biscuit),407.74,12.7875607,1.532839555,4.831510276,5.442193555,0.367881493,37.21979693,10.80345318,0.272232305,0.00735763,Almond biscuit (Badam ke biscuit),Veg,Any
Orange biscuit,354.78,17.50662382,1.023169288,3.103331642,12.01589718,0.211398613,73.04244884,5.735949039,0.21703591,0.383336152,Orange biscuit,Veg,Any
Gingerman biscuit,357.43,15.45477436,1.751391881,3.561536525,6.054332317,0.559550122,256.9929776,11.56869877,0.444842347,1.021178972,Gingerman biscuit,Veg,Any
Coffee drops,443.07,9.71855463,1.70853364,6.129956892,4.12350193,0.424312185,19.8997901,12.88509716,0.334032997,0.006770939,Coffee drops,Veg,Any
Christmas biscuit,406.07,15.01465265,1.396310981,3.910655798,6.405299579,0.534390622,31.36405053,7.158864235,0.295515552,0.0,Christmas biscuit,Veg,Any
Christmas wreath biscuit,386.05,15.04209299,1.406553555,3.888097397,6.447351379,0.590597073,31.13586323,7.695894314,0.313430903,0.590597073,Christmas wreath biscuit,Veg,Any
Christmas bell biscuit,404.85,15.01543782,1.39804866,3.912560207,6.40731135,0.575521798,31.37211313,7.904162035,0.301346178,0.0,Christmas bell biscuit,Veg,Any
Christmas star biscuit,392.03,19.01385098,0.902992118,2.561028493,13.53212764,0.374971303,19.40922889,5.803127312,0.244879218,0.002550825,Christmas star biscuit,Veg,Any
Christmas tree biscuit,385.63,15.14664316,1.408085471,3.889738869,6.423255452,0.6871872,31.23460312,9.086429998,0.305992791,0.417498639,Christmas tree biscuit,Veg,Any
Chocolate cream shells,427.17,13.87269705,1.193904066,4.527471498,8.127911604,0.210688953,29.69309643,6.678839806,0.252826743,0.0,Chocolate cream shells,Veg,Any
Jelly biscuit,404.61,13.65265317,1.045451175,4.777440004,7.355230963,0.499246188,27.32754999,9.011146536,0.294110378,0.007414547,Jelly biscuit,Veg,Any
Cherry and walnut cookies,422.6,14.04401325,1.332229058,4.436819688,7.186464742,0.307619498,27.12257454,10.94888784,0.309985802,0.0,Cherry and walnut cookies,Veg,Any
Cheese straws,382.0,8.013089005,2.573298429,6.356020942,0.468586387,0.337696335,153.7748691,42.05235602,0.337696335,0.0,Cheese straws,Veg,Any
Butterfly biscuit,341.45,7.418362864,2.922829111,6.475325816,0.714599502,0.298726021,167.5355103,59.30297262,0.319226827,0.008786059,Butterfly biscuit,Veg,Any
Flan pastry,445.8,10.73126963,1.507402423,5.616868551,1.395244504,0.354419022,43.34454913,4.901301032,0.257963212,0.0,Flan pastry,Veg,Any
Fruit flan,261.35,13.28104075,1.262674574,4.775205663,3.642624833,0.271666348,42.10445762,7.377080543,0.233403482,1.262674574,Fruit flan,Veg,Any
Orange cream flan,280.28,12.90138433,1.687598116,4.848722706,9.015984016,0.224775225,29.40274012,9.954331383,0.331811046,15.62366205,Orange cream flan,Veg,Any
Fruit puree tart,286.5,10.61780105,1.169284468,5.87434555,3.417102967,0.457242583,17.32984293,6.855148342,0.219895288,0.907504363,Fruit puree tart,Veg,Any
Apple banana pie,243.99,13.16447395,1.282839461,4.668224108,5.311693102,0.774621911,157.5597361,8.701176278,0.323783762,3.639493422,Apple banana pie,Veg,Any
Lemon chiffon pie,259.31,10.65520034,1.881917396,5.599475531,4.392426054,0.254521615,36.61640508,13.27754425,0.235239675,2.768886661,Lemon chiffon pie,Veg,Any
Orange chiffon pie,207.57,11.14804644,1.87406658,5.376499494,5.039263863,0.337235631,35.27966469,14.61675579,0.298694416,40.89222913,Orange chiffon pie,Veg,Any
Cream buns,215.74,6.563456012,2.062668026,7.328265505,2.757949384,0.14369148,21.08556596,20.98359136,0.231760452,0.152961899,Cream buns,Veg,Any
Savoury puffs,190.79,5.66067404,4.984537974,7.987840034,2.363855548,0.17296504,1192.01216,36.07631427,0.623722417,0.780963363,Savoury puffs,Veg,Any
Choux swans,216.34,6.896551724,2.010723861,7.210871776,2.83350282,0.16178238,67.06110752,20.64805399,0.235740039,1.973745031,Choux swans,Veg,Any
Potato aigrettes,530.03,1.511235213,0.44337113,10.23338302,0.137728053,0.084900855,21.21578024,1.735750807,0.084900855,0.218855536,Potato aigrettes,Veg,"Lunch, Dinner"
Cream horns,408.23,5.663474022,0.837763026,8.218406291,1.744114837,0.146975969,13.98966269,7.576611224,0.107782378,0.122479975,Cream horns,Veg,Any
Savoury cheese horns,295.15,7.243774352,1.917668982,7.016771133,0.928341521,0.247331865,71.92275114,41.27731662,0.213450788,0.782652888,Savoury cheese horns,Veg,Any
Paneer patties,338.58,6.731053222,2.244668911,7.076614094,1.193218737,0.348514384,46.79543978,38.36611731,0.233327426,0.974658869,Paneer patties,Veg,"Lunch, Dinner"
Vegetable patties,261.92,8.010079414,1.531001833,6.773060476,0.568875993,1.000305437,53.26817349,7.238851558,0.332162492,5.314599878,Vegetable patties,Veg,"Lunch, Dinner"
Pearl millet infant food (Bajra shishu aahaar),362.44,17.13387043,3.305374683,1.826509215,7.190155612,2.163116654,3.495751021,32.70058492,1.564396866,0.0,Pearl millet infant food (Bajra shishu aahaar),Veg,Any
Sajina,345.26,19.36801251,3.130973759,0.87759949,7.498696634,2.207032381,3.388750507,15.75624167,1.561142328,0.0,Sajina,Veg,"Lunch, Dinner"
Cereal mix,120.81,18.07797368,2.748116878,1.672047016,8.840327787,1.680324476,7.689760781,17.71376542,0.976740336,0.513202549,Cereal mix,Veg,Breakfast
Pulse mix,83.29,19.20998919,3.793972866,0.648337135,7.912114299,2.70140473,4.65842238,17.92532117,1.548805379,0.0,Pulse mix,Veg,Any
Shishu ahar,93.37,18.6569562,2.795330406,1.53154118,7.079361679,1.092427975,2.870300953,14.75848774,1.092427975,0.0,Shishu ahar,Veg,Any
Cereal pulse mix with amylase rice flour,151.57,18.34136043,2.817180181,1.807745596,5.832288711,2.289371248,0.679554001,8.319588309,0.785115788,0.0,Cereal pulse mix with amylase rice flour,Veg,Any
Banana groundnut paste/puree,213.19,16.95670529,2.002908204,2.556405085,14.8552934,0.79741076,7.903747831,35.14705193,0.891223791,1.416576763,Banana groundnut paste/puree,Veg,Breakfast
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,16.96710406,2.817415804,2.173062374,6.923538466,1.17653197,3.216549709,13.16359273,0.720006261,0.0,Rice dal porridge (Chawal dal ki khichdi/khichri),Veg,Lunch/Dinner
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,19.77150652,2.779435587,0.90374286,11.79981243,1.227726149,8.218944497,38.14476938,1.040156876,0.682070083,Lentils and semolina porridge (Dal suji porridge/daliya),Veg,Breakfast/Lunch/Dinner
Spinach khichri (Palak khichri/khichdi),102.18,16.9798395,3.356821296,1.869250343,0.205519671,1.526717557,68.10530436,10.207477,0.636132316,2.965355255,Spinach khichri (Palak khichri/khichdi),Veg,Lunch/Dinner
Vegetable mix,174.21,20.6761954,2.697893347,0.539578669,15.7051834,1.107858332,20.05625395,51.69622869,1.303025085,4.867688422,Vegetable mix,Veg,Any
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,15.91168633,5.157974876,1.789113057,1.751046821,2.436239056,119.5089456,50.01903312,0.989722116,1.141987057,Lentils and wheat porridge (Dal wheat porridge/daliya ),Veg,Breakfast/Lunch/Dinner
Maize porridge,89.57,17.46120353,2.38919281,2.110081501,8.585463883,1.875628,6.240928882,19.00189796,1.239254215,3.382829072,Maize porridge,Veg,Breakfast
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,12.89740913,3.188763405,4.166271235,10.91392237,1.964506026,18.52519693,38.863054,1.527949132,28.73683212,Spinach peanut burfi (Palak aur mungfali ki burfi),Veg,Any
Split bengal gram burfi/fudge (Channa dal burfi),287.36,19.01099666,1.618179287,2.467288419,15.09604677,0.716870824,0.880428731,5.721046771,0.215757238,0.208797327,Split bengal gram burfi/fudge (Channa dal burfi),Veg,Any
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,19.14883339,2.072363654,1.652094102,14.8108787,1.236655234,10.76759577,26.54461137,1.043427854,0.188396696,Chickpea flour cookies (Sweet besan rounds/cookies),Veg,Any
Pearl millet mathri (Bajra mathri),785.08,0.945126611,0.231823508,10.58745606,0.020380089,0.173230754,4.225047129,0.589748815,0.091710399,0.0,Pearl millet mathri (Bajra mathri),Veg,Any
Sesame biscuit (Til ke biscuit),424.03,12.65240667,1.950333703,4.560998043,7.011296371,1.610735089,42.98280782,70.29219631,1.351319482,0.0,Sesame biscuit (Til ke biscuit),Veg,Any
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,1.320011558,0.61590401,10.21792357,0.053226272,0.40299892,9.713034354,3.117538817,0.209863589,0.600696504,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),Veg,Any
Poshtik namak paras,613.39,3.182314677,1.058054419,9.224147769,0.141834722,0.741779292,7.174880582,9.902345979,0.330947684,0.061950798,Poshtik namak paras,Veg,Any
Soya chikki,423.7,14.84304933,1.694595232,3.660608921,10.73164975,0.837856974,4.068916686,19.17630399,1.054991739,0.0,Soya chikki,Veg,Any
Besan bathua chilla/cheela,373.82,10.87421754,3.070996736,4.96763148,0.387887218,2.083890643,44.50270184,17.32117062,0.716922583,0.548392274,Besan bathua chilla/cheela,Veg,Breakfast/Lunch
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,11.30645573,2.413881092,4.896657311,4.067364124,1.862720082,2.059198775,32.48022455,1.023220209,0.0,Wheat flour and nuts ladoos (Atta nuts ladoos),Veg,Any
Gram flour and semolina dhokla (Besan suji dhokla),198.91,13.03101905,4.283344226,3.569453522,1.297069026,2.307576291,98.83364336,33.51264391,0.804383892,3.292946559,Gram flour and semolina dhokla (Besan suji dhokla),Veg,Breakfast/Lunch
Atta dal burfi,298.8,13.60107095,2.228915663,4.173360107,7.054886212,1.365461847,1.191432396,5.712851406,0.522088353,0.0,Atta dal burfi,Veg,Any
Soya roti,283.96,14.09705592,3.232849697,3.250457811,0.556416397,3.067333427,54.91266376,18.8125088,1.355824764,1.422735597,Soya roti,Veg,Breakfast/Lunch/Dinner
Poshtik khichdi/khichri,93.37,16.75056228,3.255863768,2.013494699,0.278462033,2.142015637,44.62889579,32.56934776,1.071007818,27.59987148,Poshtik khichdi/khichri,Veg,Lunch/Dinner
Namkeen daliya,295.11,16.71241232,2.809122022,2.707465013,0.277862492,2.904001898,50.70312765,12.19206398,1.013181526,2.331334079,Namkeen daliya,Veg,Breakfast/Lunch/Dinner
Sprouts upma,316.25,14.21660079,3.003952569,3.301185771,0.528063241,2.264031621,46.74150198,11.63003953,0.872727273,0.151778656,Sprouts upma,Veg,Breakfast/Lunch
Semolina idli (Suji/Rava idli),206.39,16.31377489,4.525413053,1.681283008,1.657057028,2.834439653,89.64581617,48.86380154,1.133775861,0.780076554,Semolina idli (Suji/Rava idli),Veg,Breakfast/Lunch
Poshtik chilla/cheela,159.53,17.21933179,3.04018053,1.905597693,0.764746443,3.077791011,60.91644205,11.39597568,1.316366828,0.363567981,Poshtik chilla/cheela,Veg,Breakfast/Lunch
Stuffed bittergourd (dry) (Bharwa karela),217.65,1.144038594,0.592694693,10.28256375,0.032161728,1.378359752,238.5894785,7.682058351,0.592694693,19.9862164,Stuffed bittergourd (dry) (Bharwa karela),Veg,Lunch/Dinner
Cauliflower potato canjee,16.79,15.66408577,3.394877904,2.322811197,0.774270399,4.109589041,211.9118523,40.38117927,1.667659321,92.7337701,Cauliflower potato canjee,Veg,Lunch
Creamed spinach,96.91,4.581570529,5.345165618,6.593746775,1.640697554,1.372407388,160.9947374,126.1995666,1.950263131,64.15230626,Creamed spinach,Veg,Lunch
Mango milkshake with ice cream (Aam milkshake ice creamÂ keÂ saath),68.35,13.43087052,2.823701536,4.096561814,13.32845647,0.336503292,24.34528164,101.4776884,0.219458669,24.81346013,Mango milkshake with ice cream (Aam milkshake ice creamÂ keÂ saath),Veg,Any
Pineapple milkshake with ice cream (Ananas milkshake ice creamÂ keÂ saath),68.49,13.62242663,2.817929625,4.015184698,13.4326179,0.613228208,24.31011827,100.4234195,0.17520806,26.74843043,Pineapple milkshake with ice cream (Ananas milkshake ice creamÂ keÂ saath),Veg,Any
Orange milkshake with ice cream (Narangi milkshake ice creamÂ keÂ saath),67.82,13.4915954,2.875258036,4.054851076,13.2704217,0.235918608,24.55028015,102.9194928,0.280153347,30.75788853,Orange milkshake with ice cream (Narangi milkshake ice creamÂ keÂ saath),Veg,Any
Woodapple juice (Bel ka sharbat),34.18,19.04622586,1.843183148,2.047981276,16.82270334,3.013458163,372.8788765,34.66939731,0.351082504,53.71562317,Woodapple juice (Bel ka sharbat),Veg,Any
Sattu drink,23.38,22.07014542,2.395209581,0.598802395,16.93755346,1.710863986,54.10607357,6.800684346,0.727117194,0.0,Sattu drink,Veg,Any
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,25.34212696,0.123660346,0.239076669,24.05605936,0.931574608,1.624072547,7.510305029,0.148392415,4.187963726,Apple and honey sorbet (Seb aur shehad ka sharbat),Veg,Any
