Dish Name,Calories (kcal),Carbohydrates (g) per 100kcal,Protein (g) per 100kcal,Fats (g) per 100kcal,Free Sugar (g) per 100kcal,Fibre (g) per 100kcal,Sodium (mg) per 100kcal,Calcium (mg) per 100kcal,Iron (mg) per 100kcal,Vitamin C (mg) per 100kcal,Food Name,Type,Recommended Meal
Egg sauce,146.85,4.004085802,4.065372829,7.545114062,2.172284644,0.081716037,35.09703779,60.93973442,0.442628533,,Egg sauce,Non-Veg,Any
Mushroom sauce,137.56,5.31404478,2.46437918,7.640302413,2.80604827,0.34166909,15.22244839,68.40651352,0.159930212,,Mushroom sauce,Veg,Any
Mustard sauce,158.58,5.227645353,2.509774246,7.674359945,2.661117417,0.081977551,13.97401942,68.75394123,0.27746248,,Mustard sauce,Veg,Any
Brown sauce,109.18,4.927642425,10.9177505,21.67979483,0.119069427,1.547902546,12982.77157,37.03975087,2.253159919,,Brown sauce,Veg,Any
Classic italian pasta,42.12,10.44634378,1.353276353,5.81671415,6.98005698,3.228869896,116.4292498,46.41500475,0.973409307,,Classic italian pasta,Veg,Lunch/Dinner
Pasta spinach sauce,85.46,2.059443014,2.059443014,9.244090803,1.216943599,1.006318746,135.4902879,68.53498713,1.439269834,,Pasta spinach sauce,Veg,Lunch/Dinner
Pasta cheese sauce,149.26,6.029746751,2.900978159,7.262494975,2.827281254,0.093796061,171.4792979,102.2913038,0.167492965,,Pasta cheese sauce,Veg,Lunch/Dinner
Mayonnaise,774.86,0.212941693,0.240043363,10.90777689,0.185840023,0.014196113,35.21797486,1.982293576,0.065818341,,Mayonnaise,Veg,Any
Low calorie quick mayonnaise,242.89,1.939149409,0.580509696,10.02511425,0.341718473,0.02470254,68.31899214,2.663757256,0.102927251,,Low calorie quick mayonnaise,Veg,Any
Thousand island dressing,407.87,1.100840954,0.335891338,10.51070194,0.760046093,0.112781033,231.9611641,2.233554809,0.110329272,,Thousand island dressing,Veg,Any
Curd dip,79.95,9.943714822,6.303939962,4.202626642,8.905565979,0.125078174,376.572858,209.0931832,0.312695435,,Curd dip,Veg,Any
Short crust pastry,422.1,10.59464582,1.447524283,5.681118218,0.753375977,0.374318882,23.02771855,4.003790571,0.241648898,,Short crust pastry,Veg,Any
Choux pastry,222.37,7.285155372,2.495840266,6.727526195,0.674551423,0.251832531,59.48644152,8.737689437,0.373251788,,Choux pastry,Veg,Any
Flaky pastry,443.94,7.570842907,1.05644907,7.205928729,0.182457089,0.281569581,40.21264135,2.090372573,0.186962202,,Flaky pastry,Veg,Any
Sponge cake,253.77,17.58679119,3.617448871,1.867833077,10.3755369,0.271899752,25.46006226,11.90842101,0.579264688,,Sponge cake,Veg,Any
Glace icing,323.51,26.67923712,0.003091095,0.003091095,26.38249204,0.0,3.054001422,0.602763439,0.126734877,,Glace icing,Veg,Any
Royal icing,332.58,26.01780023,0.523182392,0.006013591,25.72914787,0.0,10.97480305,0.862950268,0.126285405,,Royal icing,Veg,Any
American frosting,257.57,26.19870327,0.407656171,0.00388244,26.19093839,0.0,7.504755989,2.737120006,0.054354156,,American frosting,Veg,Any
Gum icing,223.07,23.84453311,2.662841261,0.0,23.59349083,0.0,13.14385619,8.347155601,0.17931591,,Gum icing,Veg,Any
Channa murmura premix,339.09,21.407296,3.123064673,0.967294818,0.448258574,2.421186116,60.83340706,6.299212598,1.350673862,,Channa murmura premix,Veg,Breakfast
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,17.87883808,4.387563508,1.410978573,0.173956262,3.21957146,0.897393417,13.53821515,1.1817981,,Cracked wheat and green gram dal premix (Dalia moong dal premix),Veg,Breakfast
Rice flakes and roasted channa,333.4,21.57768446,3.170365927,0.881823635,0.392921416,2.651469706,61.64067187,5.167966407,1.352729454,,Rice flakes and roasted channa,Veg,Breakfast
Spinach soup in milk,56.72,7.016925247,5.095204513,5.641748942,5.888575458,1.39280677,54.93653032,187.0592384,1.904090268,,Spinach soup in milk,Veg,Lunch/Dinner
Vegetable soup,55.21,13.76562217,4.021010686,2.807462416,2.916138381,5.451910886,309.1468937,32.78391596,1.141097627,,Vegetable soup,Veg,Lunch/Dinner
Mashed banana with milk,95.43,15.32012994,2.630200147,3.133186629,11.89353453,0.744000838,17.80362569,82.40595201,0.241014356,,Mashed banana with milk,Veg,Breakfast
Poha with curd (Poha aur dahi),173.32,15.41657051,3.467574429,2.682898685,3.150242326,0.62889453,187.5548119,81.29471498,0.928917609,,Poha with curd (Poha aur dahi),Veg,Breakfast
Potato with curd,73.18,16.41158787,4.359114512,1.817436458,4.509428806,1.393823449,260.8636239,116.7122165,0.519267559,,Potato with curd,Veg,Any
Sweet wheat porridge (Sweet dalia),140.66,16.89890516,3.632873596,1.983506327,8.694724868,1.684913977,17.51030855,70.51045073,1.407649652,,Sweet wheat porridge (Sweet dalia),Veg,Breakfast
Vegetable khichdi/khichri,143.17,13.66906475,3.918418663,3.164070685,2.591324998,1.711252357,135.1889362,70.22420898,0.761332681,,Vegetable khichdi/khichri,Veg,Lunch/Dinner
Moong dal mixture,158.84,21.36111811,2.908587258,0.629564341,15.53764795,1.196172249,18.63510451,44.403173,0.786955427,,Moong dal mixture,Veg,Any
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,13.34726784,4.514780532,3.29650642,2.263362198,2.233502538,134.3386085,73.47865034,1.295909227,,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),Veg,Lunch/Dinner
Stewed apple,91.93,24.46426629,0.184923311,0.402480148,22.24518655,1.609920592,1.664309801,10.0620037,0.195801153,,Stewed apple,Veg,Any
Lemon squash (Nimbu ka squash),184.56,26.48461205,0.081274382,0.032509753,26.48461205,0.0,8.132856524,5.337017772,0.097529259,,Lemon squash (Nimbu ka squash),Veg,Any
Orange squash (Santre ka squash),193.26,26.32722757,0.113836283,0.020697506,26.16164752,0.20697506,7.683949084,5.49518783,0.175928801,,Orange squash (Santre ka squash),Veg,Any
Lichi squash,198.33,26.19875964,0.151263046,0.040336812,25.87102304,0.206726163,7.341299854,3.221902889,0.171431453,,Lichi squash,Veg,Any
Mango squash (Aam ka squash),194.66,26.17897873,0.087331758,0.087331758,26.11733279,0.297955409,7.608137265,4.864892633,0.128429056,,Mango squash (Aam ka squash),Veg,Any
Pineapple squash (Ananas ka squash),195.02,26.32550508,0.082042867,0.025638396,26.19218542,0.543533997,7.609475951,4.081632653,0.092298226,,Pineapple squash (Ananas ka squash),Veg,Any
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,25.86591523,0.317013033,0.123282846,24.96771164,0.628155454,9.504520371,6.5633439,0.305271809,,Lemon and ginger squash (Nimbu aur adrak ka squash),Veg,Any
Apple jam (Seb ka murabba),188.79,25.72170136,0.07415647,0.169500503,24.76826103,0.683298904,1.435457387,5.741829546,0.111234705,,Apple jam (Seb ka murabba),Veg,Any
Plum jam (Aloo bukhara jam),178.89,25.82592655,0.173290849,0.10621052,25.29487394,0.559002739,1.492537313,4.192520543,0.111800548,,Plum jam (Aloo bukhara jam),Veg,Any
Pineapple jam,149.18,25.65357286,0.214505966,0.100549672,25.09719802,1.474728516,1.642311302,7.018367073,0.160879474,,Pineapple jam,Veg,Any
Guava jelly (Amrood ki jelly),115.74,24.34767583,0.959046138,0.216001382,23.6564714,5.711076551,2.90305858,14.29929152,0.250561604,,Guava jelly (Amrood ki jelly),Veg,Any
Orange marmalade (Santray ka murabba),104.17,24.90160315,0.633579725,0.124796007,24.08562926,1.891139484,2.217529039,16.88585965,0.604780647,,Orange marmalade (Santray ka murabba),Veg,Any
Carrot murabba (Gajar ka murabba),175.24,26.02145629,0.182606711,0.091303355,25.58205889,0.7931979,11.14471582,9.050445104,0.159780872,,Carrot murabba (Gajar ka murabba),Veg,Any
Gooseberry marmalade (Amla murabba),123.16,26.2585255,0.113673271,0.024358558,23.22994479,0.0,176.1042546,13.31601169,0.308541734,,Gooseberry marmalade (Amla murabba),Veg,Any
Ginger candy (Adrak ki candy),195.71,25.74216954,0.352562465,0.137959225,24.52097491,0.853303357,2.759184508,5.329313781,0.347452864,,Ginger candy (Adrak ki candy),Veg,Any
Mango pickle (Aam ka achaar),192.12,4.221320008,0.832812825,9.311888403,0.931709348,1.915469498,1785.311264,25.48927753,0.749531543,,Mango pickle (Aam ka achaar),Veg,Any
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,3.541666667,0.899621212,9.318181818,1.31155303,1.306818182,1178.181818,20.26988636,1.003787879,,Mixed vegetable pickle (Sabziyoon ka achaar),Veg,Any
Sweet lemon pickle (Neembu ka meetha achaar),69.54,24.25941904,1.754385965,0.301984469,21.03825137,3.062985332,9226.200748,61.21656601,1.466781708,,Sweet lemon pickle (Neembu ka meetha achaar),Veg,Any
Plum chutney (Aloo bukhara ki chutney),177.11,25.37970753,0.265371803,0.163740049,24.78685563,0.773530574,122.415448,6.990006211,0.191971091,,Plum chutney (Aloo bukhara ki chutney),Veg,Any
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,25.85823021,0.264070833,0.082845752,23.41428054,1.123595506,248.8893491,13.42101175,0.248537255,,Raw mango chutney (Kachhe aam/Kairi ki chutney),Veg,Any
Tomato sauce,34.33,21.06029712,2.359452374,0.786484125,16.5744247,5.214098456,509.1465191,37.86775415,0.903000291,,Tomato sauce,Veg,Any
Tomato puree,20.62,17.84675073,3.637245393,1.212415131,11.25121242,7.565470417,1188.118332,43.21047527,1.066925315,,Tomato puree,Veg,Any
Garam masala,254.21,10.30643956,3.890484245,4.315329845,0.704142245,13.98843476,22.94559616,239.8686126,5.707879312,,Garam masala,Veg,Any
Chat masala,222.58,10.72423398,3.679575883,4.452331746,0.354928565,8.365531494,5334.549376,233.3992272,5.961901339,,Chat masala,Veg,Any
Kashmiri masala,389.02,5.953421418,2.12328415,7.976453653,0.619505424,3.115521053,798.4525217,78.01398386,3.783867153,,Kashmiri masala,Veg,Any
Rasam powder (Rasam masala),267.96,9.400656814,4.493207941,4.403642335,0.712792954,13.32661591,14.4723093,209.7887744,5.493357217,,Rasam powder (Rasam masala),Veg,Lunch/Dinner
Sambar powder (Sambar masala),297.46,7.85988032,4.20224568,5.237679016,0.628655954,11.61836886,9.298729241,147.902239,4.245949035,,Sambar powder (Sambar masala),Veg,Lunch/Dinner
Tartare sauce,610.93,0.484507227,0.235706218,10.82284386,0.356833025,0.068747647,42.05882834,3.447203444,0.091663529,,Tartare sauce,Veg,Any
Barbeque sauce,121.93,16.78011974,0.787336997,3.698843599,15.48429427,0.565898466,414.1310588,23.46428279,0.943164111,,Barbeque sauce,Veg,Any
Bread sauce,111.04,7.826008646,3.115994236,6.349063401,4.169668588,0.504322767,80.00720461,99.71181556,0.279178674,,Bread sauce,Veg,Any
Green chilli sauce,46.06,15.97915762,2.713851498,0.586191924,11.63699522,3.842813721,2251.498046,21.47199305,1.389491967,,Green chilli sauce,Veg,Any
Home made plain noodles,238.78,18.63640171,2.600720328,1.490912137,0.448111232,0.691012648,76.2501047,5.138621325,0.448111232,,Home made plain noodles,Veg,Lunch/Dinner
Dal moong,43.69,11.26115816,5.035477226,3.707942321,0.297550927,2.471961547,269.4895857,17.60128176,1.190203708,,Dal moong,Veg,Lunch/Dinner
Cumin seeds baghar (Jeera baghar/tadka),736.81,0.70845944,0.453305465,10.69068009,0.066502898,0.815678397,24.10119298,24.12697982,0.690815814,,Cumin seeds baghar (Jeera baghar/tadka),Veg,Lunch/Dinner
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,4.486620128,0.916230366,8.711460151,2.552356021,1.54159395,22.78214078,14.87056428,0.458115183,,Onion tomato baghar (Pyaaz tamatar ka tadka),Veg,Lunch/Dinner
Mustard seeds baghar (Mustard seed tadka),552.59,1.891094663,0.855969163,9.826453609,0.206301236,1.762608806,1.610597369,33.10410974,0.749199225,,Mustard seeds baghar (Mustard seed tadka),Veg,Lunch/Dinner
Hot cherry sauce,252.74,26.88533671,0.051436259,0.027696447,6.983461265,0.0,41.86515787,9.820368758,0.178048587,,Hot cherry sauce,Veg,Any
Apple jelly (Seb ki jelly),152.13,25.87918228,0.065733254,0.138039834,25.09695655,0.565305988,1.406691645,5.186353776,0.098599882,,Apple jelly (Seb ki jelly),Veg,Any
Marmalade (Murabba),143.76,26.18252643,0.15998887,0.027824151,25.93906511,0.299109627,1.502504174,6.844741235,0.236505287,,Marmalade (Murabba),Veg,Breakfast
Plum squash (Aloo bukhara squash),211.17,26.28687787,0.075768338,0.047355211,26.05483733,0.246247099,6.018847374,3.267509589,0.075768338,,Plum squash (Aloo bukhara squash),Veg,Any
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.07,15.20966596,6.041222459,1.70575693,7.10732054,7.604832978,53726.93674,142.5017768,3.909026297,,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),Veg,Lunch/Dinner
Brinjal pickle (Baingan ka achaar),139.01,3.042946551,1.611394864,9.337457737,0.769728796,3.323501906,2523.264513,26.81821452,1.553845047,,Brinjal pickle (Baingan ka achaar),Veg,Lunch/Dinner
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,10.75886991,2.069645204,5.321944809,7.079500657,3.613666229,2105.683311,24.93429698,0.886990802,,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),Veg,Lunch/Dinner
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,6.929064796,2.170814604,7.181230128,3.332967876,5.569564741,2266.560684,59.54390966,2.543580748,,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),Veg,Lunch/Dinner
Tomato chutney (Tamatar ki chutney),176.07,18.08939626,0.550917249,3.413415119,17.05003692,0.846254331,467.796899,14.39200318,0.54523769,,Tomato chutney (Tamatar ki chutney),Veg,Any
Tomato ketchup,33.07,19.59479891,2.751738736,0.907166616,14.15179921,5.74538857,538.1614757,46.35621409,1.08859994,,Tomato ketchup,Veg,Any
Bengal 5 Spice Blend (Panch Phoran),289.79,6.901549398,6.3011146,7.646916733,0.483108458,6.349425446,17.74733428,180.4755168,4.613685772,,Bengal 5 Spice Blend (Panch Phoran),Veg,Lunch/Dinner
